date,product_id,product_name,day_of_week,is_weekend,is_holiday,is_pension_day,is_sale_day,weather,temperature,precipitation,effective_price,cpi_index,sales_count
2024-04-27,P001,水木寿司（10貫）,Saturday,True,False,False,True,sunny,9.8,0.0,500,100.0,0
2024-04-27,P002,春8貫寿司,Saturday,True,False,False,True,sunny,9.8,0.0,500,100.0,13
2024-04-27,P003,絆10貫寿司,Saturday,True,False,False,True,sunny,9.8,0.0,500,100.0,17
2024-04-27,P004,ランチ寿司,Saturday,True,False,False,True,sunny,9.8,0.0,500,100.0,20
2024-04-28,P001,水木寿司（10貫）,Sunday,True,False,False,True,sunny,12.2,0.0,500,100.0,0
2024-04-28,P002,春8貫寿司,Sunday,True,False,False,True,sunny,12.2,0.0,500,100.0,15
2024-04-28,P003,絆10貫寿司,Sunday,True,False,False,True,sunny,12.2,0.0,500,100.0,18
2024-04-28,P004,ランチ寿司,Sunday,True,False,False,True,sunny,12.2,0.0,500,100.0,19
2024-04-29,P001,水木寿司（10貫）,Monday,False,True,False,False,sunny,7.5,0.0,500,100.0,0
2024-04-29,P002,春8貫寿司,Monday,False,True,False,False,sunny,7.5,0.0,600,100.0,14
2024-04-29,P003,絆10貫寿司,Monday,False,True,False,False,sunny,7.5,0.0,600,100.0,21
2024-04-29,P004,ランチ寿司,Monday,False,True,False,False,sunny,7.5,0.0,500,100.0,21
2024-04-30,P001,水木寿司（10貫）,Tuesday,False,False,False,False,sunny,7.5,0.0,500,100.0,0
2024-04-30,P002,春8貫寿司,Tuesday,False,False,False,False,sunny,7.5,0.0,600,100.0,8
2024-04-30,P003,絆10貫寿司,Tuesday,False,False,False,False,sunny,7.5,0.0,600,100.0,10
2024-04-30,P004,ランチ寿司,Tuesday,False,False,False,False,sunny,7.5,0.0,500,100.0,13
2024-05-01,P001,水木寿司（10貫）,Wednesday,False,False,False,True,sunny,12.5,0.0,500,100.3,56
2024-05-01,P002,春8貫寿司,Wednesday,False,False,False,True,sunny,12.5,0.0,500,100.3,17
2024-05-01,P003,絆10貫寿司,Wednesday,False,False,False,True,sunny,12.5,0.0,500,100.3,27
2024-05-01,P004,ランチ寿司,Wednesday,False,False,False,True,sunny,12.5,0.0,500,100.3,0
2024-05-02,P001,水木寿司（10貫）,Thursday,False,False,False,False,sunny,14.5,0.0,500,100.3,25
2024-05-02,P002,春8貫寿司,Thursday,False,False,False,False,sunny,14.5,0.0,600,100.3,9
2024-05-02,P003,絆10貫寿司,Thursday,False,False,False,False,sunny,14.5,0.0,600,100.3,13
2024-05-02,P004,ランチ寿司,Thursday,False,False,False,False,sunny,14.5,0.0,500,100.3,0
2024-05-03,P001,水木寿司（10貫）,Friday,False,True,False,False,sunny,11.3,0.0,500,100.3,0
2024-05-03,P002,春8貫寿司,Friday,False,True,False,False,sunny,11.3,0.0,600,100.3,11
2024-05-03,P003,絆10貫寿司,Friday,False,True,False,False,sunny,11.3,0.0,600,100.3,17
2024-05-03,P004,ランチ寿司,Friday,False,True,False,False,sunny,11.3,0.0,500,100.3,26
2024-05-04,P001,水木寿司（10貫）,Saturday,True,True,False,True,rainy,14.6,9.2,500,100.3,0
2024-05-04,P002,春8貫寿司,Saturday,True,True,False,True,rainy,14.6,9.2,500,100.3,18
2024-05-04,P003,絆10貫寿司,Saturday,True,True,False,True,rainy,14.6,9.2,500,100.3,18
2024-05-04,P004,ランチ寿司,Saturday,True,True,False,True,rainy,14.6,9.2,500,100.3,21
2024-05-05,P001,水木寿司（10貫）,Sunday,True,True,False,True,sunny,16.3,0.0,500,100.3,0
2024-05-05,P002,春8貫寿司,Sunday,True,True,False,True,sunny,16.3,0.0,500,100.3,26
2024-05-05,P003,絆10貫寿司,Sunday,True,True,False,True,sunny,16.3,0.0,500,100.3,26
2024-05-05,P004,ランチ寿司,Sunday,True,True,False,True,sunny,16.3,0.0,500,100.3,26
2024-05-06,P001,水木寿司（10貫）,Monday,False,False,False,False,sunny,20.0,0.0,500,100.3,0
2024-05-06,P002,春8貫寿司,Monday,False,False,False,False,sunny,20.0,0.0,600,100.3,13
2024-05-06,P003,絆10貫寿司,Monday,False,False,False,False,sunny,20.0,0.0,600,100.3,12
2024-05-06,P004,ランチ寿司,Monday,False,False,False,False,sunny,20.0,0.0,500,100.3,14
2024-05-07,P001,水木寿司（10貫）,Tuesday,False,False,False,False,cloudy,11.7,0.3,500,100.3,0
2024-05-07,P002,春8貫寿司,Tuesday,False,False,False,False,cloudy,11.7,0.3,600,100.3,11
2024-05-07,P003,絆10貫寿司,Tuesday,False,False,False,False,cloudy,11.7,0.3,600,100.3,11
2024-05-07,P004,ランチ寿司,Tuesday,False,False,False,False,cloudy,11.7,0.3,500,100.3,15
2024-05-08,P001,水木寿司（10貫）,Wednesday,False,False,False,True,sunny,16.0,0.0,500,100.3,60
2024-05-08,P002,春8貫寿司,Wednesday,False,False,False,True,sunny,16.0,0.0,500,100.3,20
2024-05-08,P003,絆10貫寿司,Wednesday,False,False,False,True,sunny,16.0,0.0,500,100.3,26
2024-05-08,P004,ランチ寿司,Wednesday,False,False,False,True,sunny,16.0,0.0,500,100.3,0
2024-05-09,P001,水木寿司（10貫）,Thursday,False,False,False,False,sunny,14.9,0.0,500,100.3,22
2024-05-09,P002,春8貫寿司,Thursday,False,False,False,False,sunny,14.9,0.0,600,100.3,8
2024-05-09,P003,絆10貫寿司,Thursday,False,False,False,False,sunny,14.9,0.0,600,100.3,10
2024-05-09,P004,ランチ寿司,Thursday,False,False,False,False,sunny,14.9,0.0,500,100.3,0
2024-05-10,P001,水木寿司（10貫）,Friday,False,False,False,False,rainy,17.7,11.9,500,100.3,0
2024-05-10,P002,春8貫寿司,Friday,False,False,False,False,rainy,17.7,11.9,600,100.3,7
2024-05-10,P003,絆10貫寿司,Friday,False,False,False,False,rainy,17.7,11.9,600,100.3,8
2024-05-10,P004,ランチ寿司,Friday,False,False,False,False,rainy,17.7,11.9,500,100.3,10
2024-05-11,P001,水木寿司（10貫）,Saturday,True,False,False,True,sunny,16.6,0.0,500,100.3,0
2024-05-11,P002,春8貫寿司,Saturday,True,False,False,True,sunny,16.6,0.0,500,100.3,18
2024-05-11,P003,絆10貫寿司,Saturday,True,False,False,True,sunny,16.6,0.0,500,100.3,18
2024-05-11,P004,ランチ寿司,Saturday,True,False,False,True,sunny,16.6,0.0,500,100.3,20
2024-05-12,P001,水木寿司（10貫）,Sunday,True,False,False,True,sunny,15.7,0.0,500,100.3,0
2024-05-12,P002,春8貫寿司,Sunday,True,False,False,True,sunny,15.7,0.0,500,100.3,15
2024-05-12,P003,絆10貫寿司,Sunday,True,False,False,True,sunny,15.7,0.0,500,100.3,15
2024-05-12,P004,ランチ寿司,Sunday,True,False,False,True,sunny,15.7,0.0,500,100.3,23
2024-05-13,P001,水木寿司（10貫）,Monday,False,False,False,False,sunny,22.6,0.0,500,100.3,0
2024-05-13,P002,春8貫寿司,Monday,False,False,False,False,sunny,22.6,0.0,600,100.3,13
2024-05-13,P003,絆10貫寿司,Monday,False,False,False,False,sunny,22.6,0.0,600,100.3,10
2024-05-13,P004,ランチ寿司,Monday,False,False,False,False,sunny,22.6,0.0,500,100.3,14
2024-05-14,P001,水木寿司（10貫）,Tuesday,False,False,False,False,sunny,13.2,0.0,500,100.3,0
2024-05-14,P002,春8貫寿司,Tuesday,False,False,False,False,sunny,13.2,0.0,600,100.3,10
2024-05-14,P003,絆10貫寿司,Tuesday,False,False,False,False,sunny,13.2,0.0,600,100.3,14
2024-05-14,P004,ランチ寿司,Tuesday,False,False,False,False,sunny,13.2,0.0,500,100.3,13
2024-05-15,P001,水木寿司（10貫）,Wednesday,False,False,False,True,cloudy,8.6,0.5,500,100.3,42
2024-05-15,P002,春8貫寿司,Wednesday,False,False,False,True,cloudy,8.6,0.5,500,100.3,18
2024-05-15,P003,絆10貫寿司,Wednesday,False,False,False,True,cloudy,8.6,0.5,500,100.3,21
2024-05-15,P004,ランチ寿司,Wednesday,False,False,False,True,cloudy,8.6,0.5,500,100.3,0
2024-05-16,P001,水木寿司（10貫）,Thursday,False,False,False,False,cloudy,9.7,0.5,500,100.3,33
2024-05-16,P002,春8貫寿司,Thursday,False,False,False,False,cloudy,9.7,0.5,600,100.3,8
2024-05-16,P003,絆10貫寿司,Thursday,False,False,False,False,cloudy,9.7,0.5,600,100.3,10
2024-05-16,P004,ランチ寿司,Thursday,False,False,False,False,cloudy,9.7,0.5,500,100.3,0
2024-05-17,P001,水木寿司（10貫）,Friday,False,False,False,False,rainy,23.7,3.8,500,100.3,0
2024-05-17,P002,春8貫寿司,Friday,False,False,False,False,rainy,23.7,3.8,600,100.3,7
2024-05-17,P003,絆10貫寿司,Friday,False,False,False,False,rainy,23.7,3.8,600,100.3,9
2024-05-17,P004,ランチ寿司,Friday,False,False,False,False,rainy,23.7,3.8,500,100.3,13
2024-05-18,P001,水木寿司（10貫）,Saturday,True,False,False,True,sunny,14.3,0.0,500,100.3,0
2024-05-18,P002,春8貫寿司,Saturday,True,False,False,True,sunny,14.3,0.0,500,100.3,17
2024-05-18,P003,絆10貫寿司,Saturday,True,False,False,True,sunny,14.3,0.0,500,100.3,19
2024-05-18,P004,ランチ寿司,Saturday,True,False,False,True,sunny,14.3,0.0,500,100.3,21
2024-05-19,P001,水木寿司（10貫）,Sunday,True,False,False,True,sunny,10.9,0.0,500,100.3,0
2024-05-19,P002,春8貫寿司,Sunday,True,False,False,True,sunny,10.9,0.0,500,100.3,14
2024-05-19,P003,絆10貫寿司,Sunday,True,False,False,True,sunny,10.9,0.0,500,100.3,17
2024-05-19,P004,ランチ寿司,Sunday,True,False,False,True,sunny,10.9,0.0,500,100.3,23
2024-05-20,P001,水木寿司（10貫）,Monday,False,False,False,False,sunny,16.4,0.0,500,100.3,0
2024-05-20,P002,春8貫寿司,Monday,False,False,False,False,sunny,16.4,0.0,600,100.3,12
2024-05-20,P003,絆10貫寿司,Monday,False,False,False,False,sunny,16.4,0.0,600,100.3,12
2024-05-20,P004,ランチ寿司,Monday,False,False,False,False,sunny,16.4,0.0,500,100.3,16
2024-05-21,P001,水木寿司（10貫）,Tuesday,False,False,False,False,sunny,15.0,0.0,500,100.3,0
2024-05-21,P002,春8貫寿司,Tuesday,False,False,False,False,sunny,15.0,0.0,600,100.3,9
2024-05-21,P003,絆10貫寿司,Tuesday,False,False,False,False,sunny,15.0,0.0,600,100.3,13
2024-05-21,P004,ランチ寿司,Tuesday,False,False,False,False,sunny,15.0,0.0,500,100.3,15
2024-05-22,P001,水木寿司（10貫）,Wednesday,False,False,False,True,sunny,19.7,0.0,500,100.3,53
2024-05-22,P002,春8貫寿司,Wednesday,False,False,False,True,sunny,19.7,0.0,500,100.3,18
2024-05-22,P003,絆10貫寿司,Wednesday,False,False,False,True,sunny,19.7,0.0,500,100.3,20
2024-05-22,P004,ランチ寿司,Wednesday,False,False,False,True,sunny,19.7,0.0,500,100.3,0
2024-05-23,P001,水木寿司（10貫）,Thursday,False,False,False,False,rainy,15.8,14.1,500,100.3,13
2024-05-23,P002,春8貫寿司,Thursday,False,False,False,False,rainy,15.8,14.1,600,100.3,8
2024-05-23,P003,絆10貫寿司,Thursday,False,False,False,False,rainy,15.8,14.1,600,100.3,9
2024-05-23,P004,ランチ寿司,Thursday,False,False,False,False,rainy,15.8,14.1,500,100.3,0
2024-05-24,P001,水木寿司（10貫）,Friday,False,False,False,False,rainy,13.6,12.4,500,100.3,0
2024-05-24,P002,春8貫寿司,Friday,False,False,False,False,rainy,13.6,12.4,600,100.3,7
2024-05-24,P003,絆10貫寿司,Friday,False,False,False,False,rainy,13.6,12.4,600,100.3,8
2024-05-24,P004,ランチ寿司,Friday,False,False,False,False,rainy,13.6,12.4,500,100.3,10
2024-05-25,P001,水木寿司（10貫）,Saturday,True,False,False,True,sunny,15.5,0.0,500,100.3,0
2024-05-25,P002,春8貫寿司,Saturday,True,False,False,True,sunny,15.5,0.0,500,100.3,18
2024-05-25,P003,絆10貫寿司,Saturday,True,False,False,True,sunny,15.5,0.0,500,100.3,11
2024-05-25,P004,ランチ寿司,Saturday,True,False,False,True,sunny,15.5,0.0,500,100.3,22
2024-05-26,P001,水木寿司（10貫）,Sunday,True,False,False,True,cloudy,15.9,0.1,500,100.3,0
2024-05-26,P002,春8貫寿司,Sunday,True,False,False,True,cloudy,15.9,0.1,500,100.3,11
2024-05-26,P003,絆10貫寿司,Sunday,True,False,False,True,cloudy,15.9,0.1,500,100.3,19
2024-05-26,P004,ランチ寿司,Sunday,True,False,False,True,cloudy,15.9,0.1,500,100.3,28
2024-05-27,P001,水木寿司（10貫）,Monday,False,False,False,False,sunny,17.6,0.0,500,100.3,0
2024-05-27,P002,春8貫寿司,Monday,False,False,False,False,sunny,17.6,0.0,600,100.3,9
2024-05-27,P003,絆10貫寿司,Monday,False,False,False,False,sunny,17.6,0.0,600,100.3,12
2024-05-27,P004,ランチ寿司,Monday,False,False,False,False,sunny,17.6,0.0,500,100.3,13
2024-05-28,P001,水木寿司（10貫）,Tuesday,False,False,False,False,sunny,18.9,0.0,500,100.3,0
2024-05-28,P002,春8貫寿司,Tuesday,False,False,False,False,sunny,18.9,0.0,600,100.3,11
2024-05-28,P003,絆10貫寿司,Tuesday,False,False,False,False,sunny,18.9,0.0,600,100.3,15
2024-05-28,P004,ランチ寿司,Tuesday,False,False,False,False,sunny,18.9,0.0,500,100.3,18
2024-05-29,P001,水木寿司（10貫）,Wednesday,False,False,False,True,sunny,20.2,0.0,500,100.3,53
2024-05-29,P002,春8貫寿司,Wednesday,False,False,False,True,sunny,20.2,0.0,500,100.3,22
2024-05-29,P003,絆10貫寿司,Wednesday,False,False,False,True,sunny,20.2,0.0,500,100.3,23
2024-05-29,P004,ランチ寿司,Wednesday,False,False,False,True,sunny,20.2,0.0,500,100.3,0
2024-05-30,P001,水木寿司（10貫）,Thursday,False,False,False,False,cloudy,12.9,0.7,500,100.3,21
2024-05-30,P002,春8貫寿司,Thursday,False,False,False,False,cloudy,12.9,0.7,600,100.3,11
2024-05-30,P003,絆10貫寿司,Thursday,False,False,False,False,cloudy,12.9,0.7,600,100.3,12
2024-05-30,P004,ランチ寿司,Thursday,False,False,False,False,cloudy,12.9,0.7,500,100.3,0
2024-05-31,P001,水木寿司（10貫）,Friday,False,False,False,False,cloudy,17.3,0.7,500,100.3,0
2024-05-31,P002,春8貫寿司,Friday,False,False,False,False,cloudy,17.3,0.7,600,100.3,11
2024-05-31,P003,絆10貫寿司,Friday,False,False,False,False,cloudy,17.3,0.7,600,100.3,9
2024-05-31,P004,ランチ寿司,Friday,False,False,False,False,cloudy,17.3,0.7,500,100.3,15
2024-06-01,P001,水木寿司（10貫）,Saturday,True,False,False,True,rainy,17.4,10.1,500,100.5,0
2024-06-01,P002,春8貫寿司,Saturday,True,False,False,True,rainy,17.4,10.1,500,100.5,11
2024-06-01,P003,絆10貫寿司,Saturday,True,False,False,True,rainy,17.4,10.1,500,100.5,11
2024-06-01,P004,ランチ寿司,Saturday,True,False,False,True,rainy,17.4,10.1,500,100.5,13
2024-06-02,P001,水木寿司（10貫）,Sunday,True,False,False,True,sunny,15.4,0.0,500,100.5,0
2024-06-02,P002,春8貫寿司,Sunday,True,False,False,True,sunny,15.4,0.0,500,100.5,13
2024-06-02,P003,絆10貫寿司,Sunday,True,False,False,True,sunny,15.4,0.0,500,100.5,19
2024-06-02,P004,ランチ寿司,Sunday,True,False,False,True,sunny,15.4,0.0,500,100.5,26
2024-06-03,P001,水木寿司（10貫）,Monday,False,False,False,False,cloudy,12.1,0.5,500,100.5,0
2024-06-03,P002,春8貫寿司,Monday,False,False,False,False,cloudy,12.1,0.5,600,100.5,10
2024-06-03,P003,絆10貫寿司,Monday,False,False,False,False,cloudy,12.1,0.5,600,100.5,13
2024-06-03,P004,ランチ寿司,Monday,False,False,False,False,cloudy,12.1,0.5,500,100.5,19
2024-06-04,P001,水木寿司（10貫）,Tuesday,False,False,False,False,cloudy,17.2,0.1,500,100.5,0
2024-06-04,P002,春8貫寿司,Tuesday,False,False,False,False,cloudy,17.2,0.1,600,100.5,8
2024-06-04,P003,絆10貫寿司,Tuesday,False,False,False,False,cloudy,17.2,0.1,600,100.5,15
2024-06-04,P004,ランチ寿司,Tuesday,False,False,False,False,cloudy,17.2,0.1,500,100.5,16
2024-06-05,P001,水木寿司（10貫）,Wednesday,False,False,False,True,cloudy,17.3,0.7,500,100.5,58
2024-06-05,P002,春8貫寿司,Wednesday,False,False,False,True,cloudy,17.3,0.7,500,100.5,21
2024-06-05,P003,絆10貫寿司,Wednesday,False,False,False,True,cloudy,17.3,0.7,500,100.5,25
2024-06-05,P004,ランチ寿司,Wednesday,False,False,False,True,cloudy,17.3,0.7,500,100.5,0
